timestamp,elapsed_ms,rss_kb,vsz_kb,footprint_kb,event
2026-05-27T01:12:55.215Z,53931,6210416,432478736,8746987,
2026-05-27T01:12:55.477Z,54193,6121664,432478736,8746987,
2026-05-27T01:12:55.718Z,54434,6121664,432478736,8746987,
2026-05-27T01:12:55.983Z,54699,6121664,432478736,8746987,
2026-05-27T01:12:56.215Z,54931,6121664,432478736,8746987,
2026-05-27T01:12:56.500Z,55216,6121664,432478736,8746987,
2026-05-27T01:12:56.743Z,55459,6121664,432478736,8746987,
2026-05-27T01:12:57.096Z,55812,6342608,432478800,9167212,
2026-05-27T01:12:57.277Z,55993,6141504,432528304,9523420,
2026-05-27T01:12:57.557Z,56273,6881760,432577808,9877964,
2026-05-27T01:12:57.791Z,56507,7222432,432594288,10007628,
2026-05-27T01:12:58.030Z,56746,7428672,434691440,10058620,
2026-05-27T01:12:58.276Z,56992,7444352,434691440,10112748,
2026-05-27T01:12:58.521Z,57237,7598912,434691504,10177452,
2026-05-27T01:12:58.740Z,57456,7511968,434691504,10219932,
2026-05-27T01:12:58.980Z,57696,7567136,434691504,9439980,
2026-05-27T01:12:59.324Z,58040,7563888,434700416,9466669,
2026-05-27T01:12:59.481Z,58197,7423712,435470336,9466701,
2026-05-27T01:12:59.735Z,58451,7551664,435470336,9466717,
2026-05-27T01:12:59.985Z,58701,7691808,435470336,8858957,
2026-05-27T01:13:00.240Z,58956,7522928,435151872,8861101,
2026-05-27T01:13:00.485Z,59201,7381472,434986800,8861773,
2026-05-27T01:13:00.769Z,59485,6995488,434679584,8879917,
2026-05-27T01:13:00.985Z,59701,7165472,436513232,8879981,
2026-05-27T01:13:01.241Z,59957,7363296,436513232,8856909,
2026-05-27T01:13:01.487Z,60203,7541536,436513232,8856925,
2026-05-27T01:13:01.740Z,60456,7632832,436513232,8856941,
2026-05-27T01:13:01.988Z,60704,7695056,436513232,8857502,
2026-05-27T01:13:02.241Z,60957,7856512,436513232,8856638,
2026-05-27T01:13:02.496Z,61212,7730656,436378288,8858158,
2026-05-27T01:13:02.761Z,61477,7663824,436186080,8859550,
2026-05-27T01:13:02.995Z,61711,7664848,436186080,8861502,
2026-05-27T01:13:03.244Z,61960,7582016,436186080,8865550,
2026-05-27T01:13:03.492Z,62208,7718416,436186080,8869726,
2026-05-27T01:13:03.754Z,62470,7201920,435565936,8853757,
2026-05-27T01:13:04.031Z,62747,6314896,434684560,8854476,
2026-05-27T01:13:04.245Z,62961,6383088,436079680,8854973,
2026-05-27T01:13:04.495Z,63211,6505376,436079680,8855021,
2026-05-27T01:13:04.746Z,63462,6625152,436079680,8831085,
